X_deg,Y_deg,Pop,Elevation,LandCover,NightLights,Slope,GHI,SolarRestriction,TravelHours,WindVel,SubstationDist,RoadDist,GridDistCurrent,GridDistPlan,Hydropower,HydropowerFID,HydropowerDist,X,Y,Country,VIIRS,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartCalibrated,IsUrban,PopFuture,ElecStart,NewConnections
1.9167299999999998,6.312180000000001,77.02186999999999,3.0,11,0,0.03657,1864,1,1.43333,4.785080000000001,9.749889999999999,3.9652,5.38669,3.3161099999999997,290,7616,10.81109,380178.525,697838.0213,Benin,0.0,5,2,1,5,5,3.17,1.0532493653138753,0.0662183117605523,77.95101639625992,0,97.3767423618911,0,97.3767423618911
1.90672,6.312180000000001,54.16751,2.0,12,0,0.05113,1863,1,1.41667,4.60534,9.32722,3.9740599999999997,5.02263,2.62165,290,7616,11.26923,379070.2195,697840.3361,Benin,0.0,5,2,3,5,5,3.9499999999999997,1.112742061562415,0.0574244516680753,54.820954881445665,0,68.48257080300907,0,68.48257080300907
1.8766599999999998,6.312180000000001,24.694110000000002,4.0,14,0,0.07003999999999999,1856,1,1.45,4.44856,8.80632,2.84436,3.57533,2.54851,290,7616,13.118210000000001,375745.2811,697847.4083,Benin,0.0,5,2,5,5,5,4.73,1.2281939107503848,0.05021956620105913,24.99200517334942,0,31.220119523535317,0,31.220119523535317
1.8365900000000002,6.312180000000001,108.93935,6.0,14,6,0.07003999999999999,1850,1,0.86667,3.8957800000000002,9.96798,1.17194,0.6508,0.6508,290,7616,16.32828,371311.9776,697857.1365,Benin,0.0,5,2,5,5,5,4.73,1.2281939107503848,0.028592485676120293,110.25353004345259,0,137.72918027077094,0,137.72918027077094
2.05701,6.32029,1726.5639600000002,6.0,12,0,0.06667000000000001,1862,1,0.21666999999999997,5.32399,21.238429999999997,3.13321,1.8393700000000002,1.8393700000000002,290,7616,14.70111,395698.26200000005,698704.3964,Benin,0.0,5,1,3,5,5,3.86,1.1037024664341613,0.09561763113267452,1747.3922089291195,0,2182.849804922245,0,2182.849804922245
2.0469999999999997,6.32029,1859.8214100000002,4.0,11,0,0.061320000000000006,1862,1,0.43333,5.252619999999999,20.213829999999998,3.51442,1.57451,1.57451,290,7616,13.85031,394590.0104,698706.4152,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.0914894442068098,1882.25719818313,0,2351.323725075736,0,2351.323725075736
2.03698,6.32029,1145.2782,6.0,11,0,0.03784,1861,1,0.23333,5.14827,19.19857,3.89552,0.8054399999999999,0.8054399999999999,290,7616,13.03828,393481.7557,698708.4553,Benin,0.141173556,5,1,1,5,5,3.08,1.0485912338854266,0.08557406849061122,1159.0941604829777,0,1447.9453720623817,1,1006.5380630448624
2.02696,6.32029,326.00552000000005,2.0,11,0,0.14593,1861,1,0.28333,5.09618,18.19418,4.27655,0.90779,0.90779,290,7616,12.272730000000001,392373.4977,698710.5168,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.08267714974736362,329.93825824783596,0,412.160280315115,0,412.160280315115
2.01694,6.32029,234.27661,3.0,11,0,0.01547,1861,1,0.53333,4.97967,17.202579999999998,4.73505,1.8593400000000002,1.8593400000000002,290,7616,11.56288,391265.2366,698712.5997,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.0763393414653977,237.10278479826826,0,296.18981067828196,0,296.18981067828196
2.00692,6.32029,365.16809,3.0,11,0,0.02446,1861,1,0.35,4.89799,16.22612,5.3712,2.92369,2.92369,290,7616,10.91962,390156.9722,698714.7039,Benin,0.0,4,1,1,5,5,3.0300000000000002,1.0461532799189008,0.07201806977132649,369.57326238613683,0,461.6724966391217,0,461.6724966391217
1.9969,6.32029,224.81418,0.0,11,0,0.08918,1861,1,0.36667,4.98693,15.26769,5.79183,4.01204,4.01204,290,7616,10.35534,389048.7044,698716.8294,Benin,0.0,4,1,1,5,5,3.0300000000000002,1.0461532799189008,0.07672837992294644,227.52620562564542,0,284.2267071048757,0,284.2267071048757
1.98688,6.32029,83.62545,1.0,11,0,0.09684,1861,1,0.41667,4.9009,14.33092,5.1026,5.1090800000000005,5.1090800000000005,290,7616,9.8836,387940.4334,698718.9763,Benin,0.0,4,1,1,5,5,3.0300000000000002,1.0461532799189008,0.07217024217891257,84.63425808922342,0,105.72547640750876,0,105.72547640750876
1.9768599999999998,6.32029,105.03116000000001,0.0,11,0,0.06767000000000001,1861,1,0.46667,4.82748,13.42034,4.52721,6.208019999999999,6.208019999999999,290,7616,9.51817,386832.159,698721.1445,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.06837205958562041,106.29819394515091,0,132.78815753617206,0,132.78815753617206
1.96685,6.32029,235.67108,1.0,11,0,0.04375,1861,1,0.73333,4.69037,12.54166,4.16932,7.308039999999999,7.308039999999999,290,7616,9.27161,385723.8811,698723.3341,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.06151554908915838,238.51407686160158,0,297.9528027469163,0,297.9528027469163
1.9568299999999998,6.32029,414.26822000000004,0.0,11,0,0.01094,1861,1,0.8,4.70653,11.702060000000001,3.9030199999999997,7.7108,7.54847,290,7616,9.15354,384615.5999,698725.545,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.062307221982033825,419.26570738505075,0,523.7485110093955,0,523.7485110093955
1.94681,6.32029,384.68835,0.0,11,0,0.039439999999999996,1861,1,0.8333299999999999,4.70823,10.91058,3.63659,6.869560000000001,6.55895,290,7616,9.16892,383507.3151,698727.7773,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.062390763902049486,389.32900328569247,0,486.3514524844826,0,486.3514524844826
1.9367900000000002,6.32029,188.81192,0.0,11,0,0.06637,1859,1,0.95,4.63715,10.17844,3.3700300000000003,6.00199,5.61409,290,7616,9.3171,382399.0269,698730.0309,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.058940162149335645,191.08963560258036,0,238.7099883279125,0,238.7099883279125
1.92677,6.32029,196.5903,0.0,11,0,0.06336,1858,1,1.06667,4.64539,9.51935,3.10741,5.22634,4.7407,290,7616,9.59193,381290.7352,698732.3059,Benin,0.0,5,2,1,5,5,3.17,1.0532493653138753,0.059335686133811,198.961849389604,0,248.5439913877303,0,248.5439913877303
1.91675,6.32029,221.14751,2.0,12,0,0.034589999999999996,1857,1,0.96667,4.44464,8.94945,3.06924,4.58943,3.986,290,7616,9.98294,380182.4398,698734.6022,Benin,0.0,5,2,3,5,5,3.9499999999999997,1.112742061562415,0.05004519694528407,223.81530308212535,0,279.5910318101046,0,279.5910318101046
1.90673,6.32029,109.75375,3.0,12,0,0.06652999999999999,1855,1,1.0,4.46266,8.48674,3.08489,4.15557,3.4293099999999996,290,7616,10.477139999999999,379074.1409,698736.9199,Benin,0.0,5,2,3,5,5,3.9499999999999997,1.112742061562415,0.05084912585530539,111.07775448455111,0,138.7588049602198,0,138.7588049602198
1.8967200000000002,6.32029,80.88734000000001,6.0,12,0,0.06652999999999999,1853,1,1.25,4.4408,8.1495,2.7603,3.94801,3.17647,290,7616,11.0607,377965.8384,698739.2589,Benin,0.0,5,2,3,5,5,3.9499999999999997,1.112742061562415,0.049874664105754724,81.8631171456867,0,102.26375531415545,0,102.26375531415545
1.87668,6.32029,12.2995,2.0,12,0,0.02446,1847,1,1.5333299999999999,4.1933,7.90985,2.0020700000000002,3.67804,3.4353,290,7616,12.443810000000001,375749.2222,698744.0009999999,Benin,0.0,5,2,3,5,5,3.9499999999999997,1.112742061562415,0.03947710477465709,12.447873911212477,0,15.54993721497647,0,15.54993721497647
1.80655,6.32029,22.99662,1.0,14,0,0.08542999999999999,1837,1,0.9333299999999999,3.87121,11.24739,4.44217,1.959,1.959,290,7616,18.60211,367990.9464,698761.2709,Benin,0.0,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.027775140120002855,23.274037655519905,0,29.074027168313524,0,29.074027168313524
2.1071299999999997,6.3284,1260.42175,1.0,12,0,0.1204,1859,1,0.16667,5.33584,26.21102,2.79895,2.05717,2.05717,290,7616,18.94514,401243.2687,699591.1590000001,Benin,0.0,5,1,3,5,5,3.86,1.1037024664341613,0.09630929282095048,1275.6267343347108,0,1593.5183606561868,0,1593.5183606561868
2.09711,6.3284,1719.02454,2.0,12,0,0.12475,1858,1,0.13333,5.232559999999999,25.14467,2.42635,0.9727,0.9727,290,7616,17.953689999999998,400135.039,699593.0735,Benin,0.0,5,1,3,5,5,3.86,1.1037024664341613,0.09034097668511554,1739.7618378145476,0,2173.3179127609906,0,2173.3179127609906
2.0870900000000003,6.3284,2321.88428,4.0,10,6,0.26053000000000004,1857,1,0.11667000000000001,5.15187,24.08212,2.13905,0.11495,0.11495,290,7616,16.97672,399026.8064,699595.0093,Benin,0.0,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.08577568056606956,2349.8941220266165,0,2935.4977661238954,0,2935.4977661238954
2.07707,6.3284,1584.48218,3.0,11,5,0.25129,1857,1,0.15,5.14048,23.0239,2.09675,0.19412000000000001,0.19412000000000001,290,7616,16.01689,397918.5706,699596.9666,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.08513841808396379,1603.5964381644028,0,2003.2195143907513,0,2003.2195143907513
2.06705,6.3284,1136.22144,4.0,11,0,0.11627,1856,1,0.16667,5.01279,21.97064,2.05488,0.8986700000000001,0.8986700000000001,290,7616,15.07745,396810.3319,699598.9451,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.07812057209808536,1149.928145073887,0,1436.4951464945855,0,1436.4951464945855
2.05703,6.3284,1134.42761,2.0,11,0,0.02446,1855,1,0.16667,4.83385,20.92308,2.29054,1.31069,1.31069,290,7616,14.162479999999999,395702.09,699600.9451,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.06869816554528091,1148.1126753671388,0,1434.227253988846,0,1434.227253988846
2.0470200000000003,6.3284,1088.24255,2.0,11,0,0.07887000000000001,1855,1,0.18333,4.71204,19.88213,2.6715299999999997,0.73311,0.73311,290,7616,13.277029999999998,394593.845,699602.9664,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.06257817501431885,1101.370466052794,0,1375.8366866267647,0,1375.8366866267647
2.037,6.3284,840.05969,5.0,11,0,0.01094,1854,1,0.2,4.6107,18.848879999999998,3.05253,0.38458000000000003,0.38458000000000003,290,7616,12.42741,393485.5968,699605.0091,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.05767859978387455,850.1936744593066,0,1062.0655665947882,0,1062.0655665947882
2.02698,6.3284,268.3519,4.0,11,0,0.09409,1854,1,0.4,4.47185,17.82467,3.4357,0.60865,0.60865,290,7616,11.62148,392377.3455,699607.0732,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.05126144197529892,271.5891389921785,0,339.27031151832546,0,339.27031151832546
2.0169599999999996,6.3284,124.00945,2.0,14,0,0.04641,1853,1,0.4,4.46684,16.81116,3.98693,1.7167299999999999,1.7167299999999999,290,7616,10.86897,391269.0909,699609.1587,Benin,0.0,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.051036470664739014,125.50542683839247,0,156.7819148391206,0,156.7819148391206
2.00694,6.3284,93.00213000000001,5.0,11,0,0.04892,1853,1,0.3,4.53966,15.81039,4.653169999999999,2.8248,2.8248,290,7616,10.18173,390160.833,699611.2655,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.05435178934944856,94.12405282443932,0,117.58016849132727,0,117.58016849132727
1.99692,6.3284,46.41083,4.0,11,0,0.13835999999999998,1853,1,0.35,4.6678,14.82496,5.132630000000001,3.9331400000000003,3.9331400000000003,290,7616,9.57382,389052.5718,699613.3937,Benin,0.0,4,1,1,5,5,3.0300000000000002,1.0461532799189008,0.060417362038786816,46.970702870418904,0,58.676002487495126,0,58.676002487495126
1.9869,6.3284,32.22128,0.0,14,0,0.04892,1853,1,0.46667,4.62026,13.858120000000001,4.4003,5.04157,5.04157,290,7616,9.06123,387944.3073,699615.5433,Benin,0.0,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.05813315374336642,32.60997851114861,0,40.73652432913346,0,40.73652432913346
1.97688,6.3284,102.18156,3.0,11,0,0.03094,1852,1,0.45,4.44033,12.914069999999999,3.73841,6.15003,6.15003,290,7616,8.66089,386836.0395,699617.7142,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.04985381050098961,103.41421805203403,0,129.18548254224572,0,129.18548254224572
1.9668700000000001,6.3284,408.26443,1.0,11,0,0.07003999999999999,1852,1,0.5,4.42848,11.99819,3.29965,7.13197,7.13197,290,7616,8.3889,385727.7682,699619.9065,Benin,0.0,5,1,1,5,5,3.08,1.0485912338854266,0.04932939802344478,413.1894912047671,0,516.1580758248837,0,516.1580758248837
1.95685,6.3284,1070.0863,0.0,12,0,0.01547,1852,1,0.55,4.3970199999999995,11.11742,3.03301,6.8308100000000005,6.8308100000000005,290,7616,8.25794,384619.4935,699622.1202,Benin,0.0,5,1,3,5,5,3.86,1.1037024664341613,0.04794994971396283,1082.9951897651033,0,1352.8822130660983,0,1352.8822130660983
1.9468299999999998,6.3284,570.4017299999999,1.0,12,0,0.02446,1851,1,0.56667,4.42066,10.28081,2.76646,6.39213,6.39213,290,7616,8.27471,383511.2153,699624.3553,Benin,0.0,5,1,3,5,5,3.86,1.1037024664341613,0.04898477059497678,577.2827199298722,0,721.1440374660726,0,721.1440374660726
1.93681,6.3284,140.55832,1.0,11,0,0.08542999999999999,1850,1,0.85,4.46253,9.50002,2.50025,5.44866,5.44866,290,7616,8.43833,382402.9337,699626.6118,Benin,0.0,5,2,1,5,5,3.17,1.0532493653138753,0.050843304536649356,142.25393264212815,0,177.70421976849235,0,177.70421976849235
1.9267900000000002,6.3284,159.0237,3.0,11,0,0.039439999999999996,1848,1,0.9166700000000001,4.499619999999999,8.78995,2.23378,4.57974,4.57974,290,7616,8.74056,381294.6485,699628.8896,Benin,0.0,5,2,1,5,5,3.17,1.0532493653138753,0.052516838514430904,160.94206809175003,0,201.0495183294649,0,201.0495183294649
